Name,Rating,Review,C-Type,HQ,Old,Employees,Site,Sector
BRIGHTVIEW TELEC...,,(89 Reviews),Private,New Delhi + 9 more,14 years old,501-1k Employees (Global),,
Bsr Infratech In...,,(89 Reviews),Private,Bengaluru + 7 more,14 years old,1k-5k Employees (India),,
Sakshi,,(89 Reviews),Private,Hyderabad + 22 more,14 years old,10k-50k Employees (India),,
S AND IB SERVICE...,,(89 Reviews),Private,Kolkata + 11 more,34 years old,201-500 Employees (India),,
Maaden Phosphate...,,(89 Reviews),JV,Al Jalamid + 4 more,13 years old,11-50 Employees (India),,
Brunel,,(89 Reviews),Private,"Amsterdam,North Holland + 10 more",47 years old,51-200 Employees (India),,
Infineon Technol...,,(89 Reviews),Private,"Neubiberg,Bavaria + 5 more",23 years old,501-1k Employees (India),,
Country Holidays...,,(89 Reviews),Private,"New Delhi,Delhi + 2 more",201-500 Employees (India),,,
Stefanini,,(89 Reviews),Private,"Jaguari̼na,Michigan + 5 more",20 years old,201-500 Employees (India),,
NxtWave,,(89 Reviews),"Hyderabad,Telangana + 3 more",2 years old,501-1k Employees (India),,,
RJ Corp,,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",42 years old,51-200 Employees (India),,
AXA,,(1.9k Reviews),Private,Paris + 13 more,206 years old,10k-50k Employees (India),,
Madura Fashion &...,,(247 Reviews),Private,Mumbai + 24 more,34 years old,201-500 Employees (India),,
Reserve Bank of ...,,(180 Reviews),Private,Mumbai + 19 more,87 years old,10k-50k Employees (India),,
Cedcoss Technolo...,,(92 Reviews),Private,"Lucknow,Uttar Pradesh",12 years old,501-1k Employees (India),,
Eurolife Healthc...,,(88 Reviews),Private,"Mumbai,Maharashtra + 8 more",21 years old,51-200 Employees (India),,
Casino Air Cater...,,(88 Reviews),Private,"Kochi/Cochin,Kerala + 11 more",17 years old,1k-5k Employees (Global),,
CPM,,(88 Reviews),Private,London + 16 more,20 years old,501-1k Employees (India),,
Ivangel Sales & ...,,(88 Reviews),Private,Kolkata + 19 more,23 years old,,,
SODECIA,,(88 Reviews),Private,"Porto,Maia + 6 more",42 years old,201-500 Employees (India),,
A.K.AUTOMATICS,,(88 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India),,
Excelity Global,,(88 Reviews),Singapore + 6 more,25 years old,501-1k Employees (India),,,
Tonglit Autogist...,,(88 Reviews),Private,"Chennai,Tamil Nadu + 8 more",12 years old,51-200 Employees (India),,
Himedia Laborato...,,(88 Reviews),Private,Mumbai + 9 more,49 years old,201-500 Employees (India),,
Indifi Technolog...,,(88 Reviews),Private,"Gurgaon,Haryana + 5 more",7 years old,201-500 Employees (India),,
Rds Project,,(88 Reviews),Private,New Delhi + 12 more,30 years old,201-500 Employees (India),,
Ansal Housing & ...,,(88 Reviews),Public,"Delhi/NCR,New Delhi + 11 more",39 years old,201-500 Employees (India),,
Religare Housing...,,(88 Reviews),Public,Gurgaon + 26 more,29 years old,51-200 Employees (India),,
Clearpack,,(88 Reviews),Private,Singapore + 5 more,31 years old,51-200 Employees (India),,
Morarjee Textile...,,(88 Reviews),Public,"Mumbai,Maharashtra + 3 more",151 years old,201-500 Employees (India),,
M K Agro Tech,,(88 Reviews),Srirangapatna + 15 more,27 years old,51-200 Employees (India),,,
Wheels Emi,,(88 Reviews),Private,"Pune,Maharashtra + 23 more",5 years old,201-500 Employees (India),,
Raptim Research,,(88 Reviews),Private,"Mumbai,Maharashtra + 2 more",17 years old,201-500 Employees (India),,
Savita Oil Techn...,,(88 Reviews),Public,"Mumbai,Maharashtra + 14 more",61 years old,1k-5k Employees (India),,
Orion Innovation,,(88 Reviews),Private,New Jersey + 8 more,29 years old,1k-5k Employees (India),,
Sage Metals,,(88 Reviews),Private,New Delhi + 4 more,39 years old,201-500 Employees (India),,
Bgs Global Hospi...,,(88 Reviews),Private,Bengaluru,23 years old,201-500 Employees (India),,
Kumar Organic Pr...,,(88 Reviews),Private,Bangalore + 4 more,31 years old,201-500 Employees (India),,
Hawa Valves,,(88 Reviews),Private,"Mumbai,Maharashtra + 5 more",21 years old,201-500 Employees (India),,
Hindustan Platin...,,(88 Reviews),Private,Navi Mumbai + 1 more,61 years old,501-1k Employees (India),,
Tecnotree Conver...,,(88 Reviews),Private,"Espoo,Uusimaa",44 years old,201-500 Employees (India),,
Gujarat Sidhee C...,,(88 Reviews),Public,Junagadh + 10 more,49 years old,501-1k Employees (India),,
International Pa...,,(88 Reviews),Public,Hyderabad + 3 more,58 years old,10k-50k Employees (India),,
Gems Education,,(88 Reviews),"Dubai,Dubai + 16 more",63 years old,51-200 Employees (India),,,
Unistal Systems,,(88 Reviews),Private,"Delhi/NCR,Delhi + 2 more",28 years old,51-200 Employees (India),,
Fairmont Hotels ...,,(88 Reviews),Private,Toronto + 10 more,115 years old,201-500 Employees (India),,
Axis Clinicals,,(88 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",18 years old,201-500 Employees (India),,
KIIT University,,(88 Reviews),Private,"Blaine,Washington + 2 more",30 years old,1k-5k Employees (India),,
Jasmin Infotech,,(88 Reviews),Private,"Chennai,Tamil Nadu",24 years old,501-1k Employees (India),,
SITA,,(88 Reviews),Private,Geneva + 15 more,73 years old,5k-10k Employees (India),,
Kalindee Rail Ni...,,(88 Reviews),Public,"Delhi/NCR,Delhi + 12 more",38 years old,1k-5k Employees (India),,
Spectrum Consult...,,(88 Reviews),Private,Bangalore + 7 more,27 years old,51-200 Employees (India),,
CRMnext,,(88 Reviews),Private,"Noida,Uttar Pradesh + 2 more",21 years old,1k-5k Employees (India),,
NIS Management P...,,(88 Reviews),Private,Kolkata + 11 more,37 years old,51-200 Employees (India),,
Hilton Garden In...,,(88 Reviews),Private,Lancaster + 8 more,26 years old,1k-5k Employees (India),,
SasMos HET Techn...,,(88 Reviews),Public,Bengaluru + 1 more,15 years old,201-500 Employees (India),,
Central Electron...,,(88 Reviews),Private,Ghaziabad + 6 more,48 years old,1k-5k Employees (India),,
Durian Industrie...,,(88 Reviews),Private,"Mumbai,Maharashtra + 17 more",37 years old,501-1k Employees (India),,
South Central Ra...,,(88 Reviews),Private,Secunderabad + 13 more,56 years old,1k-5k Employees (Global),,
Gulf Contracting,,(88 Reviews),Private,Doha + 7 more,46 years old,51-200 Employees (India),,
Mogli labs,,(88 Reviews),Private,"Noida,Uttar Pradesh + 13 more",8 years old,11-50 Employees (India),,
Kusalava Interna...,,(88 Reviews),Private,Vijayawada + 8 more,58 years old,1k-5k Employees (India),,
Inspiredge IT So...,,(88 Reviews),Private,Visakhapatnam + 1 more,10 years old,201-500 Employees (India),,
FHPL,,(88 Reviews),Private,Hyderabad + 13 more,27 years old,501-1k Employees (India),,
Vishnu Solutions,,(88 Reviews),Private,Kolkata,22 years old,201-500 Employees (India),,
S S Enterprises,,(88 Reviews),Private,"Delhi/NCR,Delhi + 27 more",12 years old,51-200 Employees (Global),,
Jms Mining Servi...,,(88 Reviews),Private,Kolkata + 11 more,20 years old,201-500 Employees (India),,
Tata Boeing Aero...,,(88 Reviews),Private,Chicago + 2 more,7 years old,1k-5k Employees (India),,
The Zuri Hotels ...,,(88 Reviews),Private,Bengaluru + 7 more,14 years old,501-1k Employees (India),,
Datasigns Techno...,,(88 Reviews),Private,"Bangalore,Karnataka + 4 more",6 years old,51-200 Employees (India),,
Datasigns Techno...,,(88 Reviews),Private,"Bangalore,Karnataka + 4 more",6 years old,51-200 Employees (India),,
Religare Housing...,,(88 Reviews),Public,Gurgaon + 26 more,29 years old,51-200 Employees (India),,
Morarjee Textile...,,(88 Reviews),Public,"Mumbai,Maharashtra + 3 more",151 years old,201-500 Employees (India),,
DigiVersal Consu...,,(88 Reviews),Private,Noida + 1 more,7 years old,201-500 Employees (India),,
Bgs Global Hospi...,,(88 Reviews),Private,Bengaluru,23 years old,201-500 Employees (India),,
Orion Innovation,,(88 Reviews),Private,New Jersey + 8 more,29 years old,1k-5k Employees (India),,
RevoKarmaHub Sof...,,(88 Reviews),Private,"Vadodara/Baroda,Gujarat",7 years old,11-50 Employees (India),,
Casino Air Cater...,,(88 Reviews),Private,"Kochi/Cochin,Kerala + 11 more",17 years old,1k-5k Employees (Global),,
Tata CLiQ,,(88 Reviews),Private,"Mumbai,Maharashtra + 2 more",6 years old,501-1k Employees (India),,
RPG Group,,(6.4k Reviews),Private,"Mumbai,Maharashtra + 25 more",202 years old,10k-50k Employees (India),,
Ministry of Home...,,(99 Reviews),Private,New Delhi + 11 more,75 years old,51-200 Employees (India),,
Avantha Technolo...,,(87 Reviews),Public,Gurgaon + 5 more,18 years old,201-500 Employees (India),,
Modi Naturals,,(87 Reviews),Public,New Delhi + 14 more,48 years old,501-1k Employees (India),,
IG Petrochemical...,,(87 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India),,
U.S. Polo Assn,,(87 Reviews),Private,Los Angeles + 30 more,132 years old,51-200 Employees (India),,
Lauren Informati...,,(87 Reviews),Private,"Mumbai,Maharashtra + 7 more",30 years old,201-500 Employees (India),,
Albert David,,(87 Reviews),Public,Kolkata + 14 more,84 years old,1k-5k Employees (India),,
Incture Technolo...,,(87 Reviews),Private,Banglore + 1 more,16 years old,501-1k Employees (India),,
JSW Severfield S...,,(87 Reviews),JV,"Mumbai,Maharashtra + 4 more",13 years old,501-1k Employees (India),,
Texport Syndicat...,,(87 Reviews),Public,Mumbai + 6 more,44 years old,501-1k Employees (India),,
Ester Industries,,(87 Reviews),Public,Gurgaon + 3 more,37 years old,501-1k Employees (India),,
NMIMS,,(87 Reviews),Private,Mumbai + 12 more,41 years old,1k-5k Employees (Global),,
Q3 Technologies,,(87 Reviews),Private,"Boston,Massachusetts + 4 more",31 years old,501-1k Employees (India),,
Communications T...,,(87 Reviews),Pennsylvania + 13 more,47 years old,501-1k Employees (India),,,
Colruyt Group,,(87 Reviews),Hale,15 years old,201-500 Employees (India),,,
Layam Management...,,(87 Reviews),Private,Chennai + 18 more,15 years old,11-50 Employees (Global),,
MPPTCL,,(87 Reviews),Private,Jabalpur + 19 more,21 years old,1k-5k Employees (India),,
KidZania,,(87 Reviews),Private,Mexico City + 1 more,25 years old,51-200 Employees (India),,
SPRAY ENGINEERIN...,,(87 Reviews),LLP,"Mohali,Punjab + 3 more",30 years old,201-500 Employees (India),,
The Grand New De...,,(87 Reviews),Private,New Delhi + 4 more,26 years old,201-500 Employees (India),,
PRERANA MOTORS,,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",31 years old,501-1k Employees (India),,
Goodricke Group,,(87 Reviews),Public,"Kolkata,West Bengal + 19 more",45 years old,201-500 Employees (India),,
Numeric Power Sy...,,(87 Reviews),Public,Chennai + 28 more,38 years old,5k-10k Employees (India),,
Dantal Hydraulic...,,(87 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",32 years old,501-1k Employees (India),,
KerryIndev Logis...,,(87 Reviews),Private,"Chennai,Tamil Nadu + 15 more",38 years old,201-500 Employees (India),,
Futurz Staffing ...,,(87 Reviews),Mumbai + 22 more,17 years old,51-200 Employees (India),,,
Sarda Energy & M...,,(87 Reviews),Public,"Raipur,Chhattisgarh + 3 more",49 years old,1k-5k Employees (India),,
Durovalves India,,(87 Reviews),"Aurangabad,Maharashtra + 1 more",34 years old,501-1k Employees (India),,,
Jehangir Hospita...,,(87 Reviews),Private,"Pune,Maharashtra + 2 more",76 years old,1k-5k Employees (India),,
Best Koki Automo...,,(87 Reviews),Private,Gurgaon + 7 more,14 years old,201-500 Employees (India),,
Australia and Ne...,,(87 Reviews),Melbourne + 1 more,187 years old,5k-10k Employees (India),,,
Danblock Brakes,,(87 Reviews),Private,Hestehaven + 4 more,286 years old,51-200 Employees (India),,
Metriqe Solution...,,(87 Reviews),Private,Irving,15 years old,201-500 Employees (India),,
Epicor Software ...,,(87 Reviews),Private,"Austin,Texas + 1 more",50 years old,501-1k Employees (India),,
Hipower Support ...,,(87 Reviews),Private,Bengaluru,8 years old,1k-5k Employees (Global),,
SGPGI,,(87 Reviews),Private,"Lucknow,Uttar Pradesh + 6 more",39 years old,5k-10k Employees (India),,
RLabs Enterprise...,,(87 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",9 years old,1k-5k Employees (India),,
Oliva Skin and H...,,(87 Reviews),Private,"Hyderabad,Telangana + 7 more",13 years old,201-500 Employees (India),,
ANI INTEGRATED S...,,(87 Reviews),Public,"Mumbai,Maharashtra + 17 more",34 years old,201-500 Employees (India),,
Verzeo,,(87 Reviews),"Bangalore,Karnataka + 7 more",4 years old,11-50 Employees (India),,,
PearVisa Immigra...,,(87 Reviews),Public,"New Delhi,Delhi + 6 more",12 years old,51-200 Employees (India),,
UTI Technology S...,,(87 Reviews),Public,"Mumbai,Maharashtra + 11 more",29 years old,1k-5k Employees (India),,
Shankaranarayana...,,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",16 years old,1k-5k Employees (India),,
Overseas Health ...,,(87 Reviews),Jalandhar + 26 more,28 years old,501-1k Employees (India),,,
IWS,,(87 Reviews),Private,Noida + 16 more,18 years old,201-500 Employees (India),,
Punjab & Sind Ba...,,(87 Reviews),Private,New Delhi + 32 more,114 years old,5k-10k Employees (India),,
Aujas Networks,,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,501-1k Employees (India),,
Euro School,,(87 Reviews),Private,"Mumbai,Maharashtra + 12 more",21 years old,1k-5k Employees (Global),,
Acebright Pharma,,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",28 years old,51-200 Employees (India),,
Prgx India,,(87 Reviews),Private,"Atlanta,Georgia",12 years old,201-500 Employees (India),,
Setco Automotive,,(87 Reviews),Public,"Mumbai,Maharashtra + 10 more",40 years old,501-1k Employees (India),,
J G Hosiery,,(87 Reviews),Private,Kolkata + 6 more,51-200 Employees (India),,,
EMDAD LLC,,(87 Reviews),Private,Abu Dhabi + 8 more,43 years old,1-10 Employees (India),,
Fouress Engineer...,,(87 Reviews),Private,"Mumbai,Maharashtra + 5 more",60 years old,501-1k Employees (India),,
Sankara Eye Hosp...,,(87 Reviews),"Coimbatore,Tamil Nadu + 13 more",45 years old,1k-5k Employees (India),,,
Eaton Industrial...,,(87 Reviews),Private,Pune + 6 more,23 years old,51-200 Employees (India),,
Soch Apparels,,(87 Reviews),Private,Bengaluru + 19 more,17 years old,501-1k Employees (India),,
Evertogen Life S...,,(87 Reviews),Private,Hyderabad + 2 more,9 years old,51-200 Employees (India),,
Donear Industrie...,,(87 Reviews),Public,"Mumbai,Maharashtra + 4 more",45 years old,1k-5k Employees (India),,
Befree Business ...,,(87 Reviews),"Parramatta,New South Wales + 4 more",16 years old,201-500 Employees (India),,,
Softtech Enginee...,,(87 Reviews),Public,"Pune,Maharashtra + 20 more",26 years old,51-200 Employees (India),,
Ecole Globale In...,,(87 Reviews),Dehradun + 16 more,51-200 Employees (India),,,,
Protiviti,,(87 Reviews),Private,Menlo Park + 10 more,20 years old,5k-10k Employees (India),,
Sphinx Worldbiz,,(86 Reviews),Private,Frankfurt Am Main + 4 more,26 years old,201-500 Employees (India),,
Forever 21,,(86 Reviews),Private,"Los Angeles,California + 16 more",38 years old,1k-5k Employees (India),,
Absotherm Facili...,,(86 Reviews),Private,Thane + 15 more,12 years old,5k-10k Employees (Global),,
Modi Builders & ...,,(86 Reviews),Private,Hyderabad,42 years old,51-200 Employees (India),,
Micromatic Grind...,,(86 Reviews),Private,Ghaziabad + 4 more,49 years old,501-1k Employees (India),,
Samsung SDS,,(86 Reviews),Private,Seoul + 11 more,37 years old,1k-5k Employees (India),,
Ozonegroup,,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",19 years old,501-1k Employees (India),,
Gangavaram Port,,(86 Reviews),Private,Visakhapatnam + 4 more,14 years old,1k-5k Employees (India),,
Matrix Clothing,,(86 Reviews),Private,Gurugram + 2 more,42 years old,51-200 Employees (India),,
Karza Technologi...,,(86 Reviews),Private,"Mumbai,Maharashtra + 1 more",7 years old,201-500 Employees (India),,
ANY Graphics,,(86 Reviews),Private,"Noida,Uttar Pradesh + 14 more",23 years old,201-500 Employees (India),,
Skechers,,(86 Reviews),"Manhattan Beach,California + 28 more",30 years old,,,,
Smart Works,,(86 Reviews),Private,"Delhi,NCT + 11 more",6 years old,201-500 Employees (India),,
Alghanim Industr...,,(86 Reviews),Private,Sharq + 6 more,90 years old,501-1k Employees (India),,
CCS Computers,,(86 Reviews),Private,"Delhi/NCR,New Delhi + 14 more",30 years old,201-500 Employees (India),,
Ardex Endura,,(86 Reviews),Private,Bengaluru + 28 more,73 years old,201-500 Employees (India),,
Decimal Technolo...,,(86 Reviews),Private,Gurgaon + 1 more,13 years old,501-1k Employees (India),,
Qd-sbg Construct...,,(86 Reviews),Sole proprietorship,Doha + 3 more,12 years old,51-200 Employees (India),,
Imdaad,,(86 Reviews),Private,Dubai + 5 more,15 years old,5k-10k Employees (Global),,
Metal man micro ...,,(86 Reviews),Private,Rudrapur + 7 more,12 years old,1k-5k Employees (Global),,
Honeywell Uop,,(86 Reviews),Private,"Des Plaines,Illinois + 1 more",108 years old,51-200 Employees (India),,
Arwade Infrastru...,,(86 Reviews),Private,Pune + 7 more,13 years old,51-200 Employees (India),,
HCL Healthcare,,(86 Reviews),Private,Noida + 11 more,8 years old,501-1k Employees (Global),,
Ardex Endura,,(86 Reviews),Private,Bengaluru + 28 more,73 years old,201-500 Employees (India),,
Sphinx Worldbiz,,(86 Reviews),Private,Frankfurt Am Main + 4 more,26 years old,201-500 Employees (India),,
O P Jindal Globa...,,(86 Reviews),Private,"Sonepat,Haryana + 1 more",13 years old,51-200 Employees (India),,
Forever 21,,(86 Reviews),Private,"Los Angeles,California + 16 more",38 years old,1k-5k Employees (India),,
Netcore Solution...,,(86 Reviews),Private,"Mumbai,Maharashtra + 10 more",24 years old,501-1k Employees (India),,
Ozonegroup,,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",19 years old,501-1k Employees (India),,
Karza Technologi...,,(86 Reviews),Private,"Mumbai,Maharashtra + 1 more",7 years old,201-500 Employees (India),,
Nahar Group of C...,,(86 Reviews),Ludhiana + 11 more,73 years old,51-200 Employees (India),,,
EASTMAN EXPORTS ...,,(86 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 6 more",39 years old,501-1k Employees (Global),,
Technocraft Indu...,,(86 Reviews),Public,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India),,
Micromatic Grind...,,(86 Reviews),Private,Ghaziabad + 4 more,49 years old,501-1k Employees (India),,
Zeta,,(86 Reviews),Private,"Bangalore,Karnataka + 10 more",7 years old,501-1k Employees (India),,
Modi Builders & ...,,(86 Reviews),Private,Hyderabad,42 years old,51-200 Employees (India),,
Alghanim Industr...,,(86 Reviews),Private,Sharq + 6 more,90 years old,501-1k Employees (India),,
Absotherm Facili...,,(86 Reviews),Private,Thane + 15 more,12 years old,5k-10k Employees (Global),,
Matrix Clothing,,(86 Reviews),Private,Gurugram + 2 more,42 years old,51-200 Employees (India),,
